NAME,YEAR,TEAM,G,ABA,AB,R,H,_2B,_3B,HR,TB,RBI,BB,IBB,HBP,SO,SH,SF,SB,CS,GIDP,E,AVG,SLG,OBP,OPS,SBR,pos3,pos4,pos5,pos6,pos2,pos8
정현석,2014,HAN,53,118,102,15,23,3,0,3,35,6,11,0,3,21,2,0,0,2,6,0,0.225,0.343,0.319,0.662,0,,,,,,47
정형식,2010,SAM,7,3,2,3,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0.333,0.333,0,,,,,,5
정형식,2011,SAM,52,88,74,9,17,3,0,1,23,5,12,0,0,15,2,0,4,3,0,0,0.23,0.311,0.337,0.648,0.571,,,,,,49
정형식,2012,SAM,118,325,274,44,65,11,3,4,94,19,30,0,6,48,12,3,22,4,5,1,0.237,0.343,0.323,0.666,0.846,,,,,,106
정형식,2013,SAM,120,334,278,49,76,20,5,3,115,43,31,0,12,58,12,1,7,9,4,3,0.273,0.414,0.37,0.784,0.438,,,,,,107
정형식,2014,SAM,52,121,106,9,18,2,0,1,23,6,12,0,1,24,1,1,4,2,2,1,0.17,0.217,0.258,0.475,0.667,,,,,,51
정훈,2010,LOT,29,50,45,6,7,1,0,1,11,2,1,0,2,18,2,0,0,0,0,2,0.156,0.244,0.208,0.452,,,18,2,4,,
정훈,2011,LOT,26,41,33,6,10,0,0,3,19,8,3,0,2,9,2,1,0,1,1,2,0.303,0.576,0.385,0.961,0,,10,,6,,
정훈,2012,LOT,78,137,125,12,25,4,1,2,37,12,3,0,0,42,8,1,1,0,2,3,0.2,0.296,0.217,0.513,1,,41,,34,,1
정훈,2013,LOT,113,398,341,50,88,15,3,5,124,37,30,0,8,54,14,5,7,3,8,9,0.258,0.364,0.328,0.692,0.7,,104,2,3,,
정훈,2014,LOT,124,558,477,89,140,27,7,3,190,58,62,0,11,105,6,2,8,4,10,13,0.294,0.398,0.386,0.784,0.667,,124,,,,
정희상,2010,HAN,29,74,64,7,17,2,1,0,21,6,9,0,0,22,1,0,3,0,0,0,0.266,0.328,0.356,0.684,1,15,,,,,6
조동찬,2010,SAM,95,377,332,61,97,20,2,9,148,51,28,2,7,75,9,1,33,5,3,14,0.292,0.446,0.359,0.805,0.868,1,9,81,10,,
조동찬,2011,SAM,85,235,208,27,45,7,0,4,64,25,19,0,2,47,3,3,18,1,4,9,0.216,0.308,0.284,0.592,0.947,,25,69,4,,
조동찬,2012,SAM,94,313,270,40,77,15,2,6,114,39,28,0,6,68,6,2,12,3,3,6,0.285,0.422,0.363,0.785,0.8,,78,34,,,
조동찬,2013,SAM,74,261,221,36,53,15,0,7,89,25,25,0,4,54,10,1,7,2,4,5,0.24,0.403,0.327,0.73,0.778,,53,30,,,1
조동찬,2014,SAM,31,87,74,8,20,4,0,1,27,6,10,0,1,21,1,1,5,2,5,2,0.27,0.365,0.36,0.725,0.714,,4,27,,,1
조동화,2010,SK,115,300,250,38,61,7,1,3,79,27,27,0,7,56,14,2,15,2,1,0,0.244,0.316,0.332,0.648,0.882,,,,,,114
조동화,2011,SK,114,345,296,42,70,9,2,0,83,16,27,0,1,51,21,0,10,6,1,2,0.236,0.28,0.302,0.582,0.625,,,,,,112
조동화,2012,SK,24,77,62,6,15,2,0,0,17,3,7,0,0,16,7,1,3,3,0,2,0.242,0.274,0.314,0.588,0.5,,,,,,23
조동화,2013,SK,105,405,332,52,85,11,3,0,102,19,46,1,8,76,16,3,24,9,3,1,0.256,0.307,0.357,0.664,0.727,,,,,,102
조동화,2014,SK,125,522,443,74,116,12,5,2,144,52,43,1,4,72,28,4,37,7,8,1,0.262,0.325,0.33,0.655,0.841,,,,,,121
조성우,2013,SK,54,111,98,17,20,0,0,4,32,11,10,0,0,23,2,1,6,1,0,0,0.204,0.327,0.275,0.602,0.857,42,,1,,,
조성우,2014,SK,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
조성환,2010,LOT,111,458,414,83,139,31,0,8,194,52,35,1,4,58,2,3,8,2,8,3,0.336,0.469,0.39,0.859,0.8,,109,,,,
조성환,2011,LOT,117,459,407,45,99,19,0,6,136,36,37,1,3,87,10,2,9,6,11,9,0.243,0.334,0.31,0.644,0.6,1,117,,,,
조성환,2012,LOT,103,390,345,40,96,14,0,3,119,33,28,0,1,58,14,2,5,2,7,3,0.278,0.345,0.332,0.677,0.714,14,89,,,,
조성환,2013,LOT,74,194,167,15,40,6,0,1,49,12,17,0,2,23,5,3,3,1,0,1,0.24,0.293,0.312,0.605,0.75,10,27,,,,
조성환,2014,LOT,6,8,7,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0.125,0.125,,1,1,,,,
조쉬벨,2014,LG,63,275,240,33,64,8,1,10,104,39,30,2,1,56,0,4,3,0,10,5,0.267,0.433,0.345,0.778,1,1,,63,,,
조영훈,2010,SAM,67,159,138,22,38,6,1,6,64,17,15,2,1,36,3,2,6,2,1,0,0.275,0.464,0.346,0.81,0.75,44,,,,,1
조영훈,2011,SAM,98,280,245,33,60,11,0,6,89,34,27,0,5,76,0,3,7,2,1,2,0.245,0.363,0.329,0.692,0.778,60,,,,,7
조영훈,2012,KIA,89,262,230,30,46,7,1,6,73,36,23,0,1,64,5,3,1,2,1,10,0.2,0.317,0.272,0.589,0.333,60,,,,,14
조영훈,2013,NC,120,426,380,38,107,26,3,6,157,39,39,1,2,56,3,2,4,5,6,5,0.282,0.413,0.35,0.763,0.444,110,,,,,
조영훈,2014,NC,92,124,111,15,29,4,0,6,51,22,10,0,1,26,1,1,1,1,1,3,0.261,0.459,0.325,0.784,0.5,59,,,,,
조윤준,2012,LG,23,47,46,2,9,1,0,0,10,4,0,0,0,12,1,0,0,0,1,0,0.196,0.217,0.196,0.413,,,,,,22,
조윤준,2013,LG,19,32,30,3,6,0,1,0,8,5,0,0,1,9,1,0,0,0,1,2,0.2,0.267,0.226,0.493,,,,,,19,
조윤준,2014,LG,5,9,7,1,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0.143,0.143,0.25,0.393,,,,,,5,
조인성,2010,LG,133,511,457,69,145,24,1,28,255,107,41,8,3,83,5,5,2,0,19,3,0.317,0.558,0.374,0.932,1,,,,,130,
조인성,2011,LG,117,441,390,46,104,14,2,15,167,59,44,3,3,70,2,1,2,1,10,5,0.267,0.428,0.345,0.773,0.667,,,,,117,
조인성,2012,SK,104,307,284,32,77,13,0,9,117,40,16,1,2,60,3,2,0,1,5,8,0.271,0.412,0.313,0.725,0,,,,,86,
조인성,2013,SK,88,223,207,16,44,10,0,7,75,29,7,0,2,65,5,1,0,1,4,2,0.213,0.362,0.244,0.606,0,,,,,85,
조인성,2014,HAN,75,185,164,16,37,7,0,7,65,34,14,0,2,40,2,3,0,0,5,5,0.226,0.396,0.29,0.686,,,,,,71,
조재호,2010,NEX,46,36,33,6,4,0,0,0,4,4,2,0,1,9,0,0,0,0,0,0,0.121,0.121,0.194,0.315,,,,,,,24
조재호,2011,SK,1,5,4,1,3,0,0,0,3,0,1,0,0,1,0,0,0,2,0,0,0.75,0.75,0.8,1.55,0,,,,,,1
조재호,2012,SK,4,3,3,2,1,1,0,0,2,2,0,0,0,1,0,0,0,0,0,0,0.333,0.667,0.333,1,,,,,,,2
조정원,2013,HAN,43,57,47,5,9,0,0,0,9,2,8,0,0,14,2,0,4,1,1,4,0.191,0.191,0.309,0.5,0.8,,19,5,16,,
조정원,2014,HAN,20,58,56,2,7,1,1,0,10,6,0,0,0,10,1,1,0,0,2,6,0.125,0.179,0.123,0.302,,,1,1,18,,
조중근,2010,NEX,21,31,29,2,6,0,0,0,6,3,2,1,0,6,0,0,0,0,1,0,0.207,0.207,0.258,0.465,,11,,,,,
조중근,2011,NEX,36,117,98,14,32,5,2,3,50,16,12,0,1,22,6,0,2,1,2,3,0.327,0.51,0.405,0.915,0.667,12,,,,,1
조중근,2012,NEX,45,112,95,3,13,0,0,1,16,5,10,0,1,31,4,2,1,2,2,0,0.137,0.168,0.222,0.39,0.333,11,,,,,15
조중근,2013,NEX,10,10,10,0,3,0,0,0,3,2,0,0,0,0,0,0,0,0,1,0,0.3,0.3,0.3,0.6,,1,,,,,
조평호,2011,NEX,5,5,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,,,,,,,
조평호,2013,NC,26,86,79,12,21,6,0,2,33,7,6,1,0,24,1,0,1,0,1,6,0.266,0.418,0.318,0.736,1,15,,,,,11
조평호,2014,NC,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
조홍석,2013,LOT,30,79,64,5,16,6,1,0,24,4,8,0,4,24,3,0,2,3,0,1,0.25,0.375,0.368,0.743,0.4,,,,,,23
조홍석,2014,LOT,2,4,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,,,,,,1
지석훈,2011,NEX,52,125,109,9,24,6,1,2,38,8,12,0,1,29,2,1,1,3,5,7,0.22,0.349,0.301,0.65,0.25,,21,18,14,,
지석훈,2012,NEX,61,121,104,11,18,4,1,1,27,11,10,1,4,24,3,0,1,1,3,2,0.173,0.26,0.271,0.531,0.5,,16,28,11,,
지석훈,2013,NC,105,357,309,25,68,21,2,3,102,35,31,0,7,82,6,4,2,1,7,8,0.22,0.33,0.302,0.632,0.667,,95,10,24,,
지석훈,2014,NC,114,238,212,26,58,14,4,6,98,34,16,0,6,46,3,1,1,1,8,5,0.274,0.462,0.34,0.802,0.5,,47,25,62,,
지재옥,2012,NEX,29,66,50,3,6,1,0,1,10,3,10,0,2,10,4,0,1,0,2,0,0.12,0.2,0.29,0.49,1,,,,,27,
지재옥,2013,NEX,18,12,10,1,0,0,0,0,0,0,2,0,0,5,0,0,0,0,0,0,0,0,0.167,0.167,,,,,,17,
진갑용,2010,SAM,100,320,259,36,68,8,0,10,106,28,45,2,2,57,13,1,0,0,7,4,0.263,0.409,0.375,0.784,,,,,,96,
진갑용,2011,SAM,112,331,286,26,78,7,0,10,115,42,35,2,3,53,6,1,1,0,10,6,0.273,0.402,0.357,0.759,1,,,,,100,
진갑용,2012,SAM,114,349,313,27,96,15,1,6,131,57,17,1,7,46,10,2,0,0,6,3,0.307,0.419,0.354,0.773,,,,,,105,
진갑용,2013,SAM,101,204,181,22,49,9,0,6,76,36,12,0,5,28,4,2,0,0,5,4,0.271,0.42,0.33,0.75,,,,,,87,
진갑용,2014,SAM,11,17,17,2,7,0,0,0,7,4,0,0,0,1,0,0,0,0,0,1,0.412,0.412,0.412,0.824,,,,,,9,
차일목,2010,KIA,91,250,198,30,51,11,0,7,83,35,39,1,6,53,4,3,1,1,8,3,0.258,0.419,0.39,0.809,0.5,,,,,67,
차일목,2011,KIA,111,373,304,31,73,8,0,7,102,37,49,0,5,52,13,2,3,3,12,7,0.24,0.336,0.353,0.689,0.5,,,,,107,
차일목,2012,KIA,88,251,207,25,53,5,0,0,58,15,29,0,3,34,10,2,2,2,12,2,0.256,0.28,0.353,0.633,0.5,,,,,74,
차일목,2013,KIA,98,259,215,23,55,9,1,0,66,25,33,0,3,37,4,4,0,2,5,2,0.256,0.307,0.357,0.664,0,,,,,83,
차일목,2014,KIA,94,224,185,17,35,6,0,2,47,18,24,0,2,28,11,2,0,2,7,1,0.189,0.254,0.286,0.54,0,,,,,91,
차화준,2012,NEX,8,4,4,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.25,0.25,0.25,0.5,,,3,,1,,
차화준,2013,NC,58,121,106,18,24,6,0,1,33,7,12,0,1,29,0,2,4,2,2,4,0.226,0.311,0.306,0.617,0.667,,34,,,,
채상병,2010,SAM,17,34,31,5,11,2,0,1,16,5,1,0,1,6,0,1,0,0,0,0,0.355,0.516,0.382,0.898,,,,,,15,
채상병,2011,SAM,63,124,109,11,21,1,1,3,33,9,7,0,1,20,5,2,1,1,4,1,0.193,0.303,0.244,0.547,0.5,,,,,62,
채상병,2012,SAM,10,7,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,,,,,,10,
채은성,2014,LG,62,197,159,18,44,11,1,1,60,15,21,0,10,36,2,5,5,3,3,1,0.277,0.377,0.385,0.762,0.625,17,,,,2,30
채종범,2010,KIA,29,85,77,6,18,3,0,3,30,13,6,0,1,15,0,1,0,1,1,0,0.234,0.39,0.294,0.684,0,,,,,,1
채태인,2010,SAM,102,396,356,48,104,13,0,14,159,54,33,3,2,94,2,3,0,3,6,3,0.292,0.447,0.353,0.8,0,89,,,,,
채태인,2011,SAM,53,218,182,25,40,7,1,5,64,28,33,0,1,59,0,2,1,0,1,0,0.22,0.352,0.339,0.691,1,47,,,,,
채태인,2012,SAM,54,159,135,15,28,7,0,1,38,9,21,0,2,35,0,1,1,1,2,2,0.207,0.281,0.321,0.602,0.5,37,,,,,
채태인,2013,SAM,94,342,299,52,114,15,0,11,162,53,38,1,5,70,0,0,4,0,9,6,0.381,0.542,0.459,1.001,1,71,,,,,
채태인,2014,SAM,124,541,492,69,156,38,1,14,238,99,41,1,2,91,0,6,1,0,8,2,0.317,0.484,0.368,0.852,1,116,,,,,
최경철,2010,SK,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,,,,,1,
최경철,2011,SK,20,33,28,2,4,3,0,0,7,4,3,0,0,8,1,1,0,0,0,1,0.143,0.25,0.219,0.469,,,,,,20,
최경철,2012,NEX,81,144,130,9,29,3,1,0,34,7,6,0,1,32,7,0,1,1,0,3,0.223,0.262,0.263,0.525,0.5,,,,,80,
최경철,2013,LG,38,65,53,6,13,2,1,0,17,5,4,0,2,17,5,1,0,1,0,2,0.245,0.321,0.317,0.638,0,,,,,38,
최경철,2014,LG,117,334,290,36,62,11,0,4,85,39,22,0,5,67,16,1,4,2,7,3,0.214,0.293,0.28,0.573,0.667,,,,,116,
최동수,2010,SK,56,121,108,13,22,2,0,3,33,13,8,1,2,14,0,3,0,1,4,1,0.204,0.306,0.264,0.57,0,35,1,1,,,
최동수,2011,SK,80,199,181,16,55,8,0,2,69,30,11,0,2,21,2,3,0,1,6,1,0.304,0.381,0.345,0.726,0,17,,1,,10,
최동수,2012,LG,94,287,252,20,70,8,0,1,81,37,26,3,3,29,1,5,0,1,6,5,0.278,0.321,0.346,0.667,0,56,,,,,
최동수,2013,LG,2,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,
최승준,2014,LG,20,40,38,4,10,3,0,2,19,11,2,0,0,11,0,0,0,0,1,0,0.263,0.5,0.3,0.8,,8,,,,1,
최승환,2010,DOO,42,49,44,5,11,2,0,0,13,5,3,0,0,8,1,1,0,0,1,1,0.25,0.295,0.292,0.587,,,,,,39,
최승환,2011,DOO,17,37,33,1,4,0,0,1,7,5,2,0,1,6,1,0,0,0,2,2,0.121,0.212,0.194,0.406,,,,,,16,
최승환,2012,HAN,24,53,46,3,13,1,0,1,17,6,5,0,2,11,0,0,0,0,2,2,0.283,0.37,0.377,0.747,,,,,,22,
최승환,2013,HAN,10,16,14,0,1,0,0,0,1,0,2,0,0,4,0,0,0,0,2,0,0.071,0.071,0.188,0.259,,,,,,3,
최영진,2012,LG,43,87,79,9,19,4,0,0,23,7,3,0,2,11,2,1,0,0,1,2,0.241,0.291,0.282,0.573,,16,11,11,2,,1
최영진,2013,LG,6,8,8,0,1,0,0,0,1,0,0,0,0,5,0,0,0,0,1,0,0.125,0.125,0.125,0.25,,1,1,1,,,
최영진,2014,DOO,4,7,7,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0.143,0.143,0.143,0.286,,,,2,,,
최용규,2010,KIA,22,29,25,4,4,1,0,0,5,1,1,0,1,8,1,1,0,0,1,0,0.16,0.2,0.214,0.414,,6,1,4,,,12
최우석,2012,HAN,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
최윤석,2010,SK,47,93,76,13,7,2,0,0,9,2,8,0,1,19,7,1,7,1,1,1,0.092,0.118,0.186,0.304,0.875,,3,11,36,,
최윤석,2011,SK,82,209,156,21,38,4,1,1,47,9,32,0,7,38,14,0,4,4,2,6,0.244,0.301,0.395,0.696,0.5,,10,3,63,,
최윤석,2012,SK,109,213,170,17,39,1,0,1,43,15,33,0,2,36,7,1,6,5,4,6,0.229,0.253,0.359,0.612,0.545,,6,,102,,
최윤석,2013,SK,45,85,67,10,13,4,0,0,17,4,13,0,2,22,3,0,0,2,3,5,0.194,0.254,0.341,0.595,0,,11,6,32,,
최재원,2013,NC,52,56,45,4,6,2,0,0,8,3,10,0,0,18,1,0,2,1,1,0,0.133,0.178,0.291,0.469,0.667,12,2,,,,13
최재원,2014,NC,2,2,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0.5,0.5,,,1,,,,
최재훈,2012,DOO,69,104,91,9,19,4,0,1,26,8,4,0,4,17,4,1,0,0,1,6,0.209,0.286,0.27,0.556,,,,,,67,
최재훈,2013,DOO,60,108,89,12,24,5,0,2,35,8,6,0,8,19,4,1,0,0,3,2,0.27,0.393,0.365,0.758,,,,,,59,
최재훈,2014,DOO,48,125,112,9,27,3,1,1,35,10,5,0,3,22,3,2,0,2,3,2,0.241,0.313,0.287,0.6,0,,,,,48,
최정,2010,SK,123,493,400,84,120,31,1,20,213,80,49,0,20,72,16,8,12,4,7,14,0.3,0.533,0.396,0.929,0.75,,,123,,,
최정,2011,SK,113,488,403,64,125,25,1,20,212,75,46,1,20,72,13,6,15,5,8,5,0.31,0.526,0.402,0.928,0.75,2,,113,,1,
최정,2012,SK,130,553,474,85,142,33,1,26,255,84,49,7,21,98,3,6,20,8,8,6,0.3,0.538,0.385,0.923,0.714,,,127,4,,
최정,2013,SK,120,525,434,75,137,18,0,28,239,83,64,9,24,109,1,2,24,8,10,19,0.316,0.551,0.429,0.98,0.75,,,119,,,
최정,2014,SK,82,361,308,65,94,20,0,14,156,76,37,0,12,69,1,3,7,2,9,12,0.305,0.506,0.397,0.903,0.778,,,81,,,
최정민,2012,SK,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,,,,
최주환,2012,DOO,81,238,210,29,57,11,2,2,78,22,18,0,3,23,6,1,4,3,2,4,0.271,0.371,0.336,0.707,0.571,,44,26,2,,
최주환,2013,DOO,47,100,91,12,27,5,1,2,40,10,8,1,0,9,0,1,1,0,3,1,0.297,0.44,0.35,0.79,1,,26,1,,,
최주환,2014,DOO,82,211,189,38,53,14,0,4,79,31,14,0,2,25,4,2,1,1,1,3,0.28,0.418,0.333,0.751,0.5,1,29,46,2,,
최준석,2010,DOO,127,482,424,63,136,26,1,22,230,82,50,5,5,83,1,2,0,5,17,2,0.321,0.542,0.397,0.939,0,104,,,,,
최준석,2011,DOO,124,485,421,49,114,26,0,15,185,75,56,1,1,104,2,5,0,1,11,1,0.271,0.439,0.354,0.793,0,105,,,,,
최준석,2012,DOO,89,278,248,15,62,3,1,6,85,30,25,0,2,47,2,1,1,0,9,3,0.25,0.343,0.322,0.665,1,43,,,,,
최준석,2013,DOO,100,263,222,22,60,8,0,7,89,36,39,1,0,47,0,2,0,0,7,1,0.27,0.401,0.376,0.777,,66,,,,,
최준석,2014,LOT,121,460,371,54,106,13,0,23,188,90,81,3,2,88,0,6,1,0,14,0,0.286,0.507,0.411,0.918,1,7,,,,1,
최진행,2010,HAN,129,524,464,66,121,22,0,32,239,92,47,1,9,131,2,2,5,4,15,4,0.261,0.515,0.339,0.854,0.556,1,,,,,123
최진행,2011,HAN,127,511,434,63,120,11,1,19,190,85,61,7,13,107,0,3,3,5,9,5,0.276,0.438,0.38,0.818,0.375,,,,,,85
최진행,2012,HAN,120,471,395,59,98,26,0,17,175,55,66,3,6,109,0,4,6,3,11,0,0.248,0.443,0.361,0.804,0.667,,,,,,110
최진행,2013,HAN,106,422,367,39,110,27,0,8,161,53,50,1,3,86,1,1,0,0,18,0,0.3,0.439,0.387,0.826,,,,,,,47
최진행,2014,HAN,99,328,299,32,78,16,0,12,130,45,23,0,3,79,0,3,1,2,8,3,0.261,0.435,0.317,0.752,0.333,,,,,,85
최형우,2010,SAM,121,506,420,71,117,29,1,24,220,97,71,5,8,91,2,5,4,0,13,2,0.279,0.524,0.389,0.913,1,,,,,,84
최형우,2011,SAM,133,571,480,80,163,37,3,30,296,118,76,15,5,88,0,10,4,3,8,1,0.34,0.617,0.427,1.044,0.571,,,,,,89
최형우,2012,SAM,125,531,461,51,125,27,1,14,196,77,55,3,5,76,0,10,2,1,20,3,0.271,0.425,0.348,0.773,0.667,,,,,,59
최형우,2013,SAM,128,573,511,80,156,28,0,29,271,98,47,1,7,91,0,8,2,1,5,1,0.305,0.53,0.366,0.896,0.667,3,,,,1,88
최형우,2014,SAM,113,493,430,92,153,33,0,31,279,100,50,1,7,62,0,6,4,2,11,1,0.356,0.649,0.426,1.075,0.667,,,,,1,111
최훈락,2010,KIA,19,47,40,4,11,0,0,2,17,6,2,0,3,15,1,1,2,3,0,0,0.275,0.425,0.348,0.773,0.4,1,,,,,13
최훈락,2011,KIA,35,54,49,9,11,4,0,0,15,2,3,0,2,12,0,0,0,0,3,0,0.224,0.306,0.296,0.602,,14,,,,,5
최훈락,2012,KIA,25,35,28,5,7,1,0,0,8,1,0,0,6,11,0,1,0,0,0,0,0.25,0.286,0.371,0.657,,1,,,,,16
최훈락,2013,KIA,16,19,18,1,2,0,0,0,2,1,0,0,1,5,0,0,1,0,1,0,0.111,0.111,0.158,0.269,1,1,,,,,7
최희섭,2010,KIA,126,532,444,78,127,22,1,21,214,84,81,7,4,109,0,3,4,3,17,7,0.286,0.482,0.398,0.88,0.571,118,,,,,
최희섭,2011,KIA,70,282,242,36,68,14,1,9,111,37,39,2,0,61,0,1,1,1,7,5,0.281,0.459,0.379,0.838,0.5,63,,,,,
최희섭,2012,KIA,80,301,246,31,62,17,0,7,100,42,50,5,2,53,0,3,1,1,9,4,0.252,0.407,0.379,0.786,0.5,54,,,,,
최희섭,2013,KIA,78,305,252,29,65,17,1,11,117,42,44,2,7,72,0,2,1,1,5,5,0.258,0.464,0.38,0.844,0.5,50,,,,,
추승우,2010,HAN,111,304,260,39,61,8,4,2,83,23,29,0,6,62,6,3,10,6,3,2,0.235,0.319,0.322,0.641,0.625,1,,,,,100
추승우,2011,HAN,19,49,44,5,9,0,0,0,9,1,2,0,1,12,2,0,0,0,0,0,0.205,0.205,0.255,0.46,,1,,,,,17
추승우,2012,HAN,18,59,52,4,9,5,1,0,16,8,6,0,1,11,0,0,3,0,1,1,0.173,0.308,0.271,0.579,1,1,,,,,18
추승우,2013,HAN,72,180,158,19,48,7,0,1,58,17,17,0,4,21,0,1,12,2,2,1,0.304,0.367,0.383,0.75,0.857,12,,,,,51
추승우,2014,HAN,9,10,6,3,1,0,0,0,1,0,4,0,0,2,0,0,0,0,0,0,0.167,0.167,0.5,0.667,,,,,,,8
칸투,2014,DOO,111,419,376,56,116,25,1,18,197,72,34,0,7,85,0,2,1,0,11,8,0.309,0.524,0.375,0.899,1,93,,2,,,
클락,2010,NEX,92,397,347,58,92,16,2,12,148,50,43,2,1,72,0,6,12,7,9,6,0.265,0.427,0.343,0.77,0.632,,,,,,92
테임즈,2014,NC,125,514,443,95,152,30,6,37,305,121,58,5,7,99,0,6,11,2,6,13,0.343,0.688,0.422,1.11,0.846,119,,,,,1
피에,2014,HAN,119,498,445,61,145,33,2,17,233,92,41,1,0,60,0,12,9,11,11,6,0.326,0.524,0.373,0.897,0.45,,,,,,105
필,2014,KIA,92,389,362,64,112,27,0,19,196,66,22,1,3,65,0,2,10,1,10,6,0.309,0.541,0.352,0.893,0.909,87,,,,,5
하주석,2012,HAN,70,141,127,10,22,1,0,1,26,4,9,0,0,50,5,0,7,2,2,6,0.173,0.205,0.228,0.433,0.778,3,23,6,37,,
하주석,2013,HAN,5,11,11,0,1,0,0,0,1,0,0,0,0,4,0,0,0,1,1,1,0.091,0.091,0.091,0.182,0,1,3,,2,,
하준호,2014,LOT,31,88,73,18,17,5,0,1,25,11,8,0,6,29,1,0,1,1,0,1,0.233,0.342,0.356,0.698,0.5,,,,,,29
하지호,2010,SK,9,7,7,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,,5,,4,,
한동민,2012,SK,7,7,7,1,2,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0.286,0.286,0.286,0.572,,,,,,,4
한동민,2013,SK,99,327,285,36,75,15,2,14,136,52,20,0,16,82,3,3,2,3,6,2,0.263,0.477,0.343,0.82,0.4,32,,,,,64
한동민,2014,SK,67,163,143,17,36,10,3,3,61,24,11,0,5,53,2,2,0,0,1,1,0.252,0.427,0.323,0.75,,25,,,,,27
한상훈,2011,HAN,131,485,398,49,107,12,3,3,134,39,46,1,6,66,33,2,16,10,6,7,0.269,0.337,0.352,0.689,0.615,,97,23,37,,
한상훈,2012,HAN,112,344,272,41,61,11,1,3,83,29,49,1,5,58,17,1,7,8,8,2,0.224,0.305,0.352,0.657,0.467,,106,3,2,,
한상훈,2013,HAN,101,322,260,45,68,13,4,0,89,25,47,0,6,40,6,3,5,4,7,4,0.262,0.342,0.383,0.725,0.556,,95,,1,,
한상훈,2014,HAN,77,203,175,23,50,8,1,1,63,21,24,0,0,40,4,0,3,1,4,5,0.286,0.36,0.372,0.732,0.75,,13,1,56,,
한성구,2012,KIA,17,33,30,1,11,4,0,0,15,4,2,0,0,7,1,0,0,0,0,0,0.367,0.5,0.406,0.906,,,,,,9,
한승택,2013,HAN,24,38,33,2,1,0,0,0,1,2,3,0,1,12,1,0,0,0,0,1,0.03,0.03,0.135,0.165,,,,,,24,
한윤섭,2010,HAN,30,28,24,3,4,1,1,0,7,2,3,0,0,4,1,0,2,0,1,1,0.167,0.292,0.259,0.551,1,,12,6,9,,
한윤섭,2012,HAN,23,20,17,7,2,0,0,0,2,1,0,0,2,2,0,1,2,0,1,0,0.118,0.118,0.2,0.318,1,,8,6,4,,
허경민,2012,DOO,92,173,154,28,41,8,0,0,49,14,7,0,5,17,6,1,9,8,7,5,0.266,0.318,0.317,0.635,0.529,,42,6,27,,4
허경민,2013,DOO,75,276,228,35,68,9,1,1,82,25,27,0,9,14,7,5,14,4,7,7,0.298,0.36,0.387,0.747,0.778,,48,34,17,,
허경민,2014,DOO,105,233,198,33,49,8,1,0,59,10,21,0,6,21,6,2,6,4,7,3,0.247,0.298,0.335,0.633,0.6,,28,34,47,,1
허도환,2011,NEX,79,191,166,13,37,6,1,0,45,15,11,0,2,43,9,3,2,2,6,6,0.223,0.271,0.275,0.546,0.5,,,,,77,
허도환,2012,NEX,94,237,210,11,41,11,0,1,55,14,15,0,7,62,5,0,0,0,5,5,0.195,0.262,0.272,0.534,,,,,,94,
허도환,2013,NEX,116,323,260,29,56,12,1,1,73,19,29,0,14,86,20,0,0,2,7,8,0.215,0.281,0.327,0.608,0,,,,,115,
허도환,2014,NEX,93,220,182,18,40,8,0,2,54,12,20,0,8,52,9,1,0,0,6,5,0.22,0.297,0.322,0.619,,,,,,93,
허승민,2010,SAM,14,3,3,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,,,,,,10
허웅,2011,SK,27,53,50,4,11,2,0,0,13,3,2,0,0,10,1,0,1,0,0,1,0.22,0.26,0.25,0.51,1,,,,,25,
허웅,2014,SK,5,7,6,1,2,0,0,0,2,1,0,0,0,3,0,1,0,0,0,1,0.333,0.333,0.286,0.619,,,,,,5,
허일,2011,LOT,2,4,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,,,,2,,,
